CodeINSEE,Code postal,fra,bre
56084,56450,Le Hézo,Hezoù
56085,56170,Hoedic,Edig
56086,56170,Île-d'Houat,Houad
56087,56780,Île-aux-Moines,Enizenac'h
56088,56840,Île-d'Arz,An Arzh
56089,56240,Inguiniel,An Ignel
56090,56650,Inzinzac-Lochrist,Zinzag-Lokrist
56091,56120,Josselin,Josilin
56092,56920,Kerfourn,Kerforn
56093,56300,Kergrist,Kergrist
56094,56700,Kervignac,Kervignag
56096,56690,Landaul,Landaol
56097,56690,Landévant,Landevan
56098,56600,Lanester,Lannarstêr
56099,56160,Langoëlan,Lanwelan
56100,56630,Langonnet,Langoned
56101,56440,Languidic,Langedig
56103,56120,Lantillac,Lantilieg
56104,56240,Lanvaudan,Lanvodan
56105,56320,Lanvénégen,Lannejenn
56106,56870,Larmor-Baden,An Arvor-Baden
56107,56260,Larmor-plage,An Arvor
56108,56230,Larré,Lare
56109,56190,Lauzach,Laozag
56110,56160,Lignol,An Ignol
56111,56220,Limerzel,Lizmerzher
56112,56460,Lizio,Lizioù
56113,56160,Locmalo,Lokmac'hloù
56114,56360,Locmaria,Lokmaria-ar-Gerveur
56115,56390,Locmaria-Grand-Champ,Lokmaria-Gregam
56116,56740,Locmariaquer,Lokmaria-Kaer
56117,56500,Locminé,Logunec'h
56118,56570,Locmiquélic,Lokmikaelig
56119,56550,Locoal-Mendon,Lokoal-Mendon
56120,56390,Locqueltas,Lokeltaz
56121,56100,Lorient,An Oriant
56122,56800,Loyat,Louad
56123,56220,Malansac,Malañseg
56124,56140,Malestroit,Malastred
56125,56300,Malguénac,Malgeneg
56126,56130,Marzan,Marzen
56127,56430,Mauron,Maoron
56128,56310,Melrand,Mêlrant
56129,56490,Ménéac,Menieg
56130,56700,Merlevenez,Brelevenez
56131,56320,Meslan,Mêlann
56132,56890,Meucon,Meukon
56133,56140,Missiriac,Megerieg
56134,56490,Mohon,Mozhon
56135,56230,Molac,Moulleg
56136,56380,Monteneuf,Monteneg
56137,56250,Monterblanc,Sterwenn
56139,56800,Montertelot,Mousterdelav
56140,56500,Moréac,Mourieg
56141,56500,Moustoir-Ac,Moustoer-Logunec'h
56143,56190,Muzillac,Muzilheg
56145,56430,Néant-sur-Yvel,Neant
56146,56300,Neulliac,Neulieg
56147,56130,Nivillac,Nivilieg
56148,56690,Nostang,Lostenk
56149,56190,Noyal-Muzillac,Noal-Muzilheg
56151,56920,Noyal-Pontivy,Noal-Pondi
56152,56360,Le,PalaisPorzh-Lae
56153,56130,Péaule,Pleaol
56154,56220,Peillac,Paolieg
56155,56760,Pénestin,Pennestin
56156,56160,Persquen,Persken
56157,56420,Plaudren,Plaodren
56158,56890,Plescop,Pleskob
56159,56140,Pleucadeuc,Plegadeg
56160,56120,Pleugriffet,Ploueg-Grifed
56161,56400,Ploemel,Pleñver
56162,56270,Ploemeur,Plañvour
56163,56160,Ploërdut,Pleurdud
56164,56880,Ploeren,Ploveren
56166,56240,Plouay,Ploue
56167,56400,Plougoumelen,Plougouvelen
56168,56340,Plouharnel,Plouharnel
56169,56680,Plouhinec,Pleheneg
56170,56770,Plouray,Plourae
56171,56220,Pluherlin,Pluhernin
56172,56420,Plumelec,Pluveleg
56174,56500,Plumelin,Pluverin
56175,56400,Plumergat,Pluvergad
56176,56400,Pluneret,Plunered
56177,56330,Pluvigner,Pleuwigner
56178,56300,Pontivy,Pondi
56179,56620,Pont-Scorff,Pont-Skorf
56180,56380,Porcaro,Porzh-Karozh
56181,56290,Port-Louis,Porzh-Loeiz
56182,56320,Priziac,Prizieg
56184,56230,Questembert,Kistreberzh
56185,56530,Quéven,Kewenn
56186,56170,Quiberon,Kiberen
56188,56310,Quistinic,Kistinid
56189,56500,Radenac,Radeneg
56190,56500,Réguiny,Regini
56191,56140,Réminiac,Ruvenieg
56193,56670,Riantec,Rianteg
56194,56350,Rieux,Reoz
56195,56130,La Roche-Bernard,Ar Roc'h-Bernez
56196,56220,Rochefort-en-Terre,Roc'h-an-Argoed
56198,56580,Rohan,Roc'han
56199,56110,Roudouallec,Roudoualleg
56200,56140,Ruffiac,Rufieg
56201,56110,Le Saint,Ar Sent
56202,56140,Saint-Abraham,Sant-Abran
56203,56480,Saint-Aignan,Sant-Inan
56204,56500,Saint-Allouestre,Sant-Aleustr
56205,56450,Saint-Armel,Sant-Armael
56206,56890,Saint-Avé,Sant-Teve
56207,56150,Saint-Barthélemy,Bartelame
56208,56430,Saint-Brieuc-de-Mauron,Sant-Brieg-Maoron
56209,56480,Sainte-Brigitte,Berc'hed (56)
56210,56540,Saint-Caradec-Trégomel,Sant-Karadeg-Tregonvael
56211,56140,Saint-Congard,Sant-Kongar
56212,56130,Saint-Dolay,Sant-Aelwez
56213,56920,Saint-Gérand,Sant-Jelan
56214,56730,Saint-Gildas-de-Rhuys,Lokentaz
56215,56920,Saint-Gonnery,Sant-Goneri
56216,56350,Saint-Gorgon,Sant-Kogo
56218,56220,Saint-Gravé,Sant-Gravez
56219,56460,Saint-Guyomard,Sant-Gwioñvarc'h
56220,56700,Sainte-Hélène,Santez-Elen
56221,56220,Saint-Jacut-les-Pins,Sant-Yagu-ar-Bineg
56222,56660,Saint-Jean-Brévelay,Sant-Yann-Brevele
56223,56350,Saint-Jean-la-Poterie,Sant-Yann-ar-Wern
56224,56140,Saint-Laurent-sur-Oust,Sant-Laorañs-Graeneg
56225,56430,Saint-Léry,Sant-Leri
56226,56380,Saint-Malo-de-Beignon,Sant-Maloù-Benion
56227,56490,Saint-Malo-des-Trois-Fontaines,Sant-Maloù-an-Teir-Feunteun
56228,56140,Saint-Marcel,Sant-Marc'hell
56229,56200,Saint-Martin-sur-Oust,Sant-Varzhin-an-Oud
56230,56910,Saint-Nicolas-du-Tertre,Sant-Nikolaz-ar-Roz
56231,56250,Saint-Nolff,Sant-Nolf
56232,56350,Saint-Perreux,Sant-Pereg
56233,56470,Saint-Philibert,Sant-Filiberzh
56234,56510,Saint-Pierre-Quiberon,Sant-Pêr-Kiberen
56236,56120,Saint-Servant,Sant-Servant
56237,56300,Saint-Thuriau,Sant-Turiav
56238,56540,Saint-Tugdual,Sant-Tudal
56239,56350,Saint-Vincent-sur-Oust,Sant-Visant-an-Oud
56240,56370,Sarzeau,Sarzhav
56241,56360,Sauzon,Saozon
56242,56160,Séglien,Seglian
56243,56860,Séné,Sine
56244,56460,Sérent,Serent
56245,56480,Silfiac,Silieg
56246,56300,Le Sourn,Ar Sorn
56247,56250,Sulniac,Sulnieg
56248,56450,Surzur,Surzhur
56249,56800,Taupont,Talbont
56250,56130,Théhillac,Teieleg
56252,56370,Le Tour-du-Parc,Tro-Park
56253,56140,Tréal,Treal
56254,56250,Trédion,Tredion
56255,56250,Treffléan,Trevlean
56256,56430,Tréhorenteuc,Trec'horanteg
56257,56710,La Trinité-Porhoët,An Drinded-Porc'hoed
56258,56470,La Trinité-sur-Mer,An Drinded-Karnag
56259,56190,La Trinité-Surzur,An Drinded-Surzhur
56260,56000,Vannes,Gwened
56261,56250,La Vraie-Croix,Langroez
56262,56400,Le Bono,Ar Bonoù
56263,56400,Sainte-Anne-d'Auray,Santez-Anna-Wened
56264,56540,Kernascléden,Kernaskledenn
85021,85610,La Bernardière,Kervernarzh
85024,85710,Bois-de-Céné,Koad-Keneg
85029,85230,Bouin,Bonn
85039,85530,La Bruffière,Brufer
85076,85610,Cugand,Kugant
85102,85670,Grand'Landes,Lanveur-ar-Marzoù
85197,85260,Saint-André-Treize-Voies,Sant-Andrev-Trizek-Hent Kum. dileuriet - Cne déléguée
85210,85670,Saint-Etienne-du-Bois,Sant-Stefan-ar-C'hoad
22123,22100,Léhon,Lehon
22154,22400,Morieux,Morieg
22173,22400,Planguenoual,Plangonwal
22038,22170,Châtelaudren,Kastellaodren
22078,22450,Hengoat,Hengoad
22247,22450,Pommerit-Jaudy,Peurid-ar-Roc'h
22253,22450,Pouldouran,Pouldouran
29129,29690,Locmaria-Berrien,Lokmaria-Berrien
35303,35460,Saint-Ouen-la-Rouërie,Sant-Owen-Reoger
35341,35460,Tremblay,Kreneg
35100,35210,Dompierre-du-Chemin,Dompêr-an-Hent
35301,35360,Saint-M'Hervon,Lanvaelvon
35053,35680,Chancé,Kantieg
35269,35140,Saint-Georges-de-Chesné,Sant-Jord-Kadeneg
35293,35140,Saint-Marc-sur-Couesnon,Sant-Marzh-ar-C'houenon
35348,35140,Vendel,Gwennel
35011,35460,Baillé,Balieg
35147,35720,Lanhélin,Lanhelen
35344,35720,Tressé,Trese
44017,44540,Bonnoeuvre,Banvre
44093,44540,Maumusson,Malvegon
44191,44540,Saint-Sulpice-des-Landes,Sant-Suleg-al-Lanneier
44219,49440,Vritz,Gwerid
56059,56120,Les Forges,Ar Govelioù
56138,56800,Monterrein,Mousterrin
56016,56310,Bieuzy,Bizhui
